HerdCode,HerdName,ScorerName,ScoreDate,Creation Date,CalfID,BirthDate,Calf Age,BodyTemp,BodyWeight,Appetite,Attitude,Nose,Eye,Ear,Cough,Temperature,TotalRespiratoryScore,UltraSound,UltraSoundComment,UScategory,Fecal,Navel,Joint,CalfComment,trtScoreRS,trtScoreNRS,RScategory,BRDCategory,Recheck,trtScore,,
12345678,Skyview ,Destiny ,8/3/2024,8/3/2024 10:12,9,8/2/2024,1,99,,3,2,0,0,0,0,0,0,,,,3,0,0,,0,2,Diarrhea,,,Treatable,,
12345678,Skyview ,Destiny ,8/4/2024,8/4/2024 10:00,9,8/2/2024,2,101,,0,0,0,0,0,0,1,1,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Bela,8/5/2024,8/5/2024 7:02,9,8/2/2024,3,102.3,,0,0,0,0,0,0,2,2,,,,2,0,0,,1,2,Diarrhea,,,Treatable,,
12345678,Skyview,Isabela,8/2/2024,8/2/2024 8:41,10,8/1/2024,1,101.2,,3,0,0,0,0,1,1,2,,,,1,1,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Destiny ,8/3/2024,8/3/2024 10:09,10,8/1/2024,2,101.5,,0,0,0,0,0,0,1,1,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Destiny ,8/4/2024,8/4/2024 9:59,10,8/1/2024,3,102.1,,0,0,0,0,0,0,2,2,,,,1,0,0,,1,0,NoDisease,,Recheck,,,
12345678,Skyview ,Destiny ,8/1/2024,8/1/2024 6:52,11,7/31/2024,1,100.6,,,0,0,0,0,0,0,0,,,,1,2,0,,0,2,Navel,,,Treatable,,
12345678,Skyview,Isabela,8/2/2024,8/2/2024 8:54,11,7/31/2024,2,101.2,,0,0,0,0,0,0,1,1,,,,1,1,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Destiny ,8/3/2024,8/3/2024 10:05,11,7/31/2024,3,99.7,,0,0,0,0,0,0,0,0,,,,1,1,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Destiny ,8/1/2024,8/1/2024 6:49,12,7/31/2024,1,100.1,,,0,0,0,0,0,0,0,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview,Isabela,8/2/2024,8/2/2024 8:52,12,7/31/2024,2,102.4,,0,0,0,0,0,0,2,2,,,,1,2,0,,1,2,Navel,,,Treatable,,
12345678,Skyview ,Destiny ,8/3/2024,8/3/2024 10:04,12,7/31/2024,3,101.5,,0,0,0,0,0,0,1,1,,,,1,2,0,,0,2,Navel,,,Treatable,,
12345678,Skyview ,Destiny ,8/1/2024,8/1/2024 6:50,13,7/31/2024,1,100.8,,,0,0,0,0,0,0,0,,,,3,2,0,,0,4,Diarrhea_Navel,,,Treatable,,
12345678,Skyview,Isabela,8/2/2024,8/2/2024 9:02,13,7/31/2024,2,101,,0,0,0,0,0,0,1,1,,,,1,1,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Destiny ,8/3/2024,8/3/2024 9:59,13,7/31/2024,3,101.2,,0,0,0,0,0,0,1,1,,,,1,1,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Destiny ,8/1/2024,8/1/2024 6:53,14,7/31/2024,1,101.2,,,0,0,0,0,0,1,1,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview,Isabela,8/2/2024,8/2/2024 8:58,14,7/31/2024,2,102.1,,0,0,0,0,0,0,2,2,,,,1,2,0,,1,2,Navel,,,Treatable,,
12345678,Skyview ,Destiny ,8/3/2024,8/3/2024 9:52,14,7/31/2024,3,101,,0,0,0,0,0,0,1,1,,,,1,1,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Destiny ,8/1/2024,8/1/2024 6:57,15,7/31/2024,1,100.9,,,0,0,0,0,0,0,0,,,,1,0,1,,0,0,NoDisease,,,,,
12345678,Skyview,Isabela,8/2/2024,8/2/2024 9:00,15,7/31/2024,2,102.1,,0,0,0,0,0,0,2,2,,,,2,0,0,,1,2,Diarrhea,,,Treatable,,
12345678,Skyview ,Destiny ,8/3/2024,8/3/2024 9:57,15,7/31/2024,3,101,,0,0,0,0,0,0,1,1,,,,1,1,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Destiny ,8/1/2024,8/1/2024 6:55,16,7/31/2024,1,100.8,,,0,0,0,0,,0,0,,,,0,0,0,,0,0,NoDisease,,,,,
12345678,Skyview,Isabela,8/2/2024,8/2/2024 8:57,16,7/31/2024,2,102.2,,0,0,0,0,0,0,2,2,,,,1,0,0,,1,0,NoDisease,,Recheck,,,
12345678,Skyview ,Destiny ,8/3/2024,8/3/2024 9:51,16,7/31/2024,3,101.4,,0,0,0,0,0,0,1,1,,,,1,1,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/31/2024,7/31/2024 11:48,17,7/30/2024,1,101.2,,2,0,0,0,0,0,1,1,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Destiny ,8/1/2024,8/1/2024 6:58,17,7/30/2024,2,100.2,,0,0,0,0,0,0,0,0,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview,Isabela,8/2/2024,8/2/2024 9:07,17,7/30/2024,3,102,,0,0,0,0,0,0,2,2,,,,1,1,0,,1,0,NoDisease,,Recheck,,,
12345678,Skyview ,Isabela,7/31/2024,7/31/2024 11:46,18,7/30/2024,1,101.8,,0,0,0,0,0,0,1,1,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Destiny ,8/1/2024,8/1/2024 6:59,18,7/30/2024,2,101.8,,0,0,0,0,0,0,1,1,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview,Isabela,8/2/2024,8/2/2024 9:04,18,7/31/2024,3,100.7,,0,0,0,0,0,0,0,0,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Destiny,7/30/2024,7/30/2024 9:57,19,7/29/2024,1,100.8,,0,0,0,0,0,0,0,0,,,,0,1,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/31/2024,7/31/2024 11:44,19,7/29/2024,2,102.5,,0,0,0,0,0,0,2,2,,,,1,1,0,,1,0,NoDisease,,Recheck,,,
12345678,Skyview ,Destiny ,8/1/2024,8/1/2024 7:01,19,7/29/2024,3,101,,0,0,0,0,0,0,1,1,,,,1,2,0,,0,2,Navel,,,Treatable,,
12345678,Skyview ,Destiny,7/30/2024,7/30/2024 9:56,20,7/29/2024,1,100.5,,1,0,0,0,0,0,0,0,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/31/2024,7/31/2024 11:43,20,7/29/2024,2,102.8,,0,1,0,0,0,0,2,2,,,,1,0,0,,1,0,NoDisease,,Recheck,,,
12345678,Skyview ,Destiny ,8/1/2024,8/1/2024 7:02,20,7/29/2024,3,101.2,,0,0,0,0,0,0,1,1,,,,1,1,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Destiny,7/30/2024,7/30/2024 9:55,21,7/29/2024,1,98.4,,3,0,0,0,0,0,0,0,,,,0,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/31/2024,7/31/2024 11:10,21,7/29/2024,2,101.6,,0,1,0,0,0,0,1,1,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Destiny ,8/1/2024,8/1/2024 7:05,21,7/29/2024,3,101.9,,0,0,0,0,0,0,1,1,,,,1,1,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Destiny,7/30/2024,7/30/2024 9:53,22,7/29/2024,1,101,,3,0,0,0,0,0,1,1,,,,1,1,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/31/2024,7/31/2024 11:08,22,7/29/2024,2,102.2,,0,0,0,0,0,0,2,2,,,,1,1,0,,1,0,NoDisease,,Recheck,,,
12345678,Skyview ,Destiny ,8/1/2024,8/1/2024 7:06,22,7/29/2024,3,102.8,,,0,0,0,0,0,2,2,,,,1,1,0,,1,0,NoDisease,,Recheck,,,
12345678,Skyview ,Destiny,7/30/2024,7/30/2024 9:52,23,7/29/2024,1,101.4,,0,0,0,0,0,0,1,1,,,,2,0,0,,0,2,Diarrhea,,,Treatable,,
12345678,Skyview ,Isabela,7/31/2024,7/31/2024 11:07,23,7/29/2024,2,101,,0,0,0,0,0,0,1,1,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Destiny ,8/1/2024,8/1/2024 7:08,23,7/29/2024,3,101.5,,,0,0,0,0,0,1,1,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Destiny,7/30/2024,7/30/2024 9:51,24,7/29/2024,1,100.8,,0,0,0,0,0,0,0,0,,,,1,2,0,,0,2,Navel,,,Treatable,,
12345678,Skyview ,Isabela,7/31/2024,7/31/2024 11:05,24,7/29/2024,2,102.1,,0,0,0,0,0,0,2,2,,,,1,2,0,,1,2,Navel,,,Treatable,,
12345678,Skyview ,Destiny ,8/1/2024,8/1/2024 7:12,24,7/29/2024,3,101.5,,,0,0,0,0,0,1,1,,,,1,2,0,,0,2,Navel,,,Treatable,,
12345678,Skyview ,Destiny,7/30/2024,7/30/2024 9:50,25,7/29/2024,1,101.1,,3,0,0,0,0,0,1,1,,,,1,1,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/31/2024,7/31/2024 11:03,25,7/29/2024,2,101.8,,0,0,0,0,0,0,1,1,,,,1,1,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Destiny ,8/1/2024,8/1/2024 7:11,25,7/29/2024,3,100.6,,,,0,0,0,0,0,0,,,,0,1,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/26/2024,7/26/2024 10:20,26,7/25/2024,1,102.1,,0,0,0,0,0,0,2,2,,,,1,2,0,,1,2,Navel,,,Treatable,,
12345678,Skyview ,Isabela,7/28/2024,7/28/2024 9:57,26,7/25/2024,3,101.9,,0,0,0,0,0,0,1,1,4,,LobarPneumonia,2,0,0,,0,2,Diarrhea,SubclinicalLobarPneumonia,,Treatable,,
12345678,Skyview ,Isabela,7/26/2024,7/26/2024 10:19,27,7/25/2024,1,101.5,,0,0,0,0,0,0,1,1,,,,1,1,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/27/2024,7/27/2024 9:49,27,7/25/2024,2,102.1,,0,0,0,0,0,0,2,2,,,,1,0,0,,1,0,NoDisease,,Recheck,,,
12345678,Skyview ,Isabela,7/28/2024,7/28/2024 9:55,27,7/25/2024,3,102,,0,0,0,0,0,0,2,2,,,,1,0,0,,1,0,NoDisease,,Recheck,,,
12345678,Skyview ,Isabela,7/26/2024,7/26/2024 10:17,28,7/25/2024,1,101.8,,0,0,0,0,0,0,1,1,,,,1,2,0,,0,2,Navel,,,Treatable,,
12345678,Skyview ,Isabela,7/27/2024,7/27/2024 9:46,28,7/25/2024,2,103,,0,0,0,0,0,0,3,3,,,,1,0,0,,1,0,ElevatedTemperature,,Recheck,,,
12345678,Skyview ,Isabela,7/28/2024,7/28/2024 9:53,28,7/25/2024,3,103,,0,0,0,0,0,0,3,3,,,,2,0,0,,1,2,ElevatedTemperature_Diarrhea,,,Treatable,,
12345678,Skyview ,Isabela,7/26/2024,7/26/2024 10:13,29,7/25/2024,1,101.4,,0,0,0,0,0,0,1,1,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/27/2024,7/27/2024 9:42,29,7/25/2024,2,102,,0,0,0,0,0,0,2,2,,,,1,0,0,,1,0,NoDisease,,Recheck,,,
12345678,Skyview ,Isabela,7/28/2024,7/28/2024 9:48,29,7/25/2024,3,101.9,,0,0,0,0,0,0,1,1,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/26/2024,7/26/2024 10:15,30,7/25/2024,1,101.5,,0,0,0,0,0,0,1,1,,,,0,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/27/2024,7/27/2024 9:44,30,7/25/2024,2,102,,0,0,0,0,0,0,2,2,,,,1,0,0,,1,0,NoDisease,,Recheck,,,
12345678,Skyview ,Isabela,7/28/2024,7/28/2024 9:50,30,7/25/2024,3,102.4,,0,0,0,0,0,0,2,2,,,,1,0,0,,1,0,NoDisease,,Recheck,,,
12345678,Skyview ,Isabela,7/26/2024,7/26/2024 10:11,31,7/25/2024,1,101.8,,0,0,0,0,0,0,1,1,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/27/2024,7/27/2024 9:41,31,7/25/2024,2,101.5,,0,0,0,0,0,0,1,1,,,,1,1,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/28/2024,7/28/2024 9:47,31,7/25/2024,3,101.4,,0,0,0,0,0,0,1,1,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/25/2024,7/25/2024 8:53,32,7/24/2024,1,101.2,,2,1,0,0,0,0,1,1,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/26/2024,7/26/2024 10:09,32,7/24/2024,2,102.4,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,,,
12345678,Skyview ,Isabela,7/27/2024,7/27/2024 9:38,32,7/24/2024,3,101,,0,0,0,0,0,0,1,1,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/25/2024,7/25/2024 8:51,33,7/24/2024,1,101.4,,0,0,0,0,0,0,1,1,,,,1,1,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/26/2024,7/26/2024 10:07,33,7/24/2024,2,102,,0,0,0,0,0,0,2,2,,,,1,1,0,,1,0,NoDisease,,Recheck,,,
12345678,Skyview ,Isabela,7/27/2024,7/27/2024 9:35,33,7/24/2024,3,102.7,,0,0,0,0,0,0,2,2,,,,2,1,0,,1,2,Diarrhea,,,Treatable,,
12345678,Skyview ,Isabela,7/25/2024,7/25/2024 8:50,34,7/24/2024,1,101.2,,0,0,0,0,0,0,1,1,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/26/2024,7/26/2024 10:05,34,7/24/2024,2,102.7,,0,1,0,0,0,1,2,3,,,,1,0,0,,1,0,NoDisease,,Recheck,,,
12345678,Skyview ,Isabela,7/27/2024,7/27/2024 9:32,34,7/24/2024,3,102.6,,0,0,0,0,0,0,2,2,,,,1,0,0,,1,0,NoDisease,,Recheck,,,
12345678,Skyview ,Isabela,7/25/2024,7/25/2024 8:48,35,7/24/2024,1,101.1,,3,1,0,0,0,0,1,1,,,,2,0,0,,0,2,Diarrhea,,,Treatable,,
12345678,Skyview ,Isabela,7/26/2024,7/26/2024 10:04,35,7/24/2024,2,102,,0,0,0,0,0,0,2,2,,,,2,0,0,,1,2,Diarrhea,,,Treatable,,
12345678,Skyview ,Isabela,7/27/2024,7/27/2024 9:29,35,7/24/2024,3,101.7,,0,0,0,0,0,0,1,1,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/24/2024,7/24/2024 9:26,36,7/23/2024,1,101.2,,0,0,0,0,0,0,1,1,,,,1,1,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/25/2024,7/25/2024 8:45,36,7/23/2024,2,102.7,,1,0,0,0,0,0,2,2,,,,1,0,0,,1,0,NoDisease,,Recheck,,,
12345678,Skyview ,Isabela,7/26/2024,7/26/2024 10:01,36,7/23/2024,3,102,,0,0,0,0,0,0,2,2,,,,1,1,0,,1,0,NoDisease,,Recheck,,,
12345678,Skyview ,Isabela,7/24/2024,7/24/2024 9:27,37,7/23/2024,1,100.3,,2,0,0,0,0,0,0,0,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/25/2024,7/25/2024 8:47,37,7/23/2024,2,100.4,,0,0,0,0,0,0,0,0,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/26/2024,7/26/2024 9:58,37,7/23/2024,3,101.5,,0,0,0,0,0,0,1,1,,,,1,1,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/24/2024,7/24/2024 9:22,38,7/23/2024,1,101,,0,0,0,0,0,0,1,1,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/25/2024,7/25/2024 8:44,38,7/23/2024,2,100.4,,0,0,0,0,0,0,0,0,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/26/2024,7/26/2024 9:52,38,7/23/2024,3,101.7,,0,0,0,0,0,0,1,1,,,,1,0,,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/24/2024,7/24/2024 9:23,39,7/23/2024,1,100.8,,0,0,0,0,0,0,0,0,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/25/2024,7/25/2024 8:43,39,7/23/2024,2,101.8,,0,0,0,0,0,0,1,1,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/26/2024,7/26/2024 9:55,39,7/23/2024,3,101,,0,0,0,0,0,0,1,1,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/23/2024,7/23/2024 9:43,40,7/22/2024,1,100.6,,2,1,0,0,0,0,0,0,,,,1,1,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/24/2024,7/24/2024 9:20,40,7/22/2024,2,102.1,,0,0,0,0,0,0,2,2,,,,1,0,0,,1,0,NoDisease,,Recheck,,,
12345678,Skyview ,Isabela,7/25/2024,7/25/2024 8:58,40,7/22/2024,3,100.8,,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/23/2024,7/23/2024 9:47,41,7/22/2024,1,101.2,,0,0,0,0,0,0,1,1,,,,2,0,0,,0,2,Diarrhea,,,Treatable,,
12345678,Skyview ,Isabela,7/24/2024,7/24/2024 9:19,41,7/22/2024,2,101.3,,0,0,0,0,0,0,1,1,,,,1,1,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/25/2024,7/25/2024 8:54,41,7/22/2024,3,102,,0,0,0,0,0,0,2,2,,,,1,1,0,,1,0,NoDisease,,Recheck,,,
12345678,Skyview ,Isabela,7/23/2024,7/23/2024 9:45,42,7/22/2024,1,101,,0,0,0,0,0,0,1,1,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/24/2024,7/24/2024 9:18,42,7/22/2024,2,101.4,,0,0,0,0,0,0,1,1,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Isabela,7/25/2024,7/25/2024 8:56,42,7/22/2024,3,101.8,,0,0,0,0,0,0,1,1,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Destiny,7/19/2024,7/19/2024 9:36,43,7/18/2024,1,101,,3,0,0,0,0,0,1,1,,,,0,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Destiny,7/20/2024,7/20/2024 9:23,43,7/18/2024,2,101.9,,0,0,0,0,0,0,1,1,,,,2,1,0,,0,2,Diarrhea,,,Treatable,,
12345678,Skyview ,Destiny,7/21/2024,7/21/2024 13:39,43,7/18/2024,3,100,,0,0,0,0,0,0,0,0,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Destiny,7/19/2024,7/19/2024 9:34,44,7/18/2024,1,101.5,,3,2,0,0,0,0,1,1,,,,0,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Destiny,7/20/2024,7/20/2024 9:22,44,7/18/2024,2,101.2,,0,0,0,0,0,0,1,1,,,,1,1,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Destiny,7/21/2024,7/21/2024 13:37,44,7/18/2024,3,100.6,,0,0,0,0,0,0,0,0,,,,1,1,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Destiny,7/19/2024,7/19/2024 9:32,45,7/18/2024,1,101.2,,3,2,0,0,0,0,1,1,,,,3,0,0,,0,2,Diarrhea,,,Treatable,,
12345678,Skyview ,Destiny,7/20/2024,7/20/2024 9:21,45,7/18/2024,2,102.2,,0,0,0,0,0,0,2,2,,,,2,0,0,,1,2,Diarrhea,,,Treatable,,
12345678,Skyview ,Destiny,7/21/2024,7/21/2024 13:35,45,7/18/2024,3,100.7,,0,0,0,0,0,0,0,0,,,,1,1,0,,0,0,NoDisease,,,,,
12345678,Skyview,Kenson,7/18/2024,7/18/2024 9:21,46,7/17/2024,1,101.4,,1,0,0,0,0,0,1,1,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Destiny,7/19/2024,7/19/2024 9:29,46,7/17/2024,2,102.1,,0,0,0,0,0,0,2,2,,,,2,0,0,,1,2,Diarrhea,,,Treatable,,
12345678,Skyview ,Destiny,7/20/2024,7/20/2024 9:04,46,7/17/2024,3,100.8,,0,0,0,0,0,0,0,0,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Kenson,7/17/2024,7/17/2024 11:44,47,7/16/2024,1,100.5,,0,0,0,0,0,0,0,0,,,,0,2,0,,0,2,Navel,,,Treatable,,
12345678,Skyview,Kenson,7/18/2024,7/18/2024 9:23,47,7/16/2024,2,101.8,,0,0,0,0,0,0,1,1,,,,1,1,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Destiny,7/19/2024,7/19/2024 9:15,47,7/16/2024,3,102.7,,0,0,0,0,0,0,2,2,,,,0,1,0,,1,0,NoDisease,,Recheck,,,
12345678,Skyview ,Kenson,7/17/2024,7/17/2024 11:45,48,7/16/2024,1,101.6,,2,0,0,0,0,0,1,1,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview,Kenson,7/18/2024,7/18/2024 9:24,48,7/16/2024,2,101.4,,1,0,0,0,0,0,1,1,,,,1,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Destiny,7/19/2024,7/19/2024 9:13,48,7/16/2024,3,100,,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Kenson,7/17/2024,7/17/2024 11:48,49,7/16/2024,1,101.5,,3,1,0,0,0,0,1,1,,,,1,0,0,rapid breathing,0,0,NoDisease,,,,,
12345678,Skyview,Kenson,7/18/2024,7/18/2024 9:26,49,7/16/2024,2,102.1,,3,1,0,0,0,0,2,2,,,,1,0,0,,1,0,NoDisease,,Recheck,,,
12345678,Skyview ,Destiny,7/19/2024,7/19/2024 9:25,49,7/16/2024,3,101.4,,0,1,0,0,0,0,1,1,,,,0,0,0,,0,0,NoDisease,,,,,
12345678,Skyview ,Kenson,7/17/2024,7/17/2024 11:54,50,7/16/2024,1,100.7,,1,0,0,0,0,0,0,0,,,,1,1,0,,0,0,NoDisease,,,,,
12345678,Skyview,Kenson,7/18/2024,7/18/2024 9:31,50,7/16/2024,2,102.4,,1,0,0,0,0,0,2,2,,,,2,1,0,,1,2,Diarrhea,,,Treatable,,
12345678,Skyview ,Destiny,7/19/2024,7/19/2024 9:07,50,7/16/2024,3,102.9,,1,1,0,0,0,0,2,2,,,,3,3,0,,1,4,Diarrhea_Navel,,,Treatable,,
